Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA4,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_phenol,fr_phenol_noOrthoHbond,fr_sulfide,fr_term_acetylene
7a-Hydroxy-DHEA,14.051770289344692,-5.400257464096753,14.051770289344692,2.4397652116402115,0.6766263198016831,304.42999999999944,276.20599999999996,304.20384475600076,122,0.2109250602139684,-0.39279667102491855,0.39279667102491855,0.2109250602139684,1.0,1.8181818181818181,2.590909090909091,-6.493004913309747e-17,-0.24598670687329507,-2.441072042412681e-16,-2.9303973707011024,-1.7708900461777598e-16,-2.8884740289590987,-1.0980182049481561e-16,-1.1358459904505211,40.146264369941974,38.72474487139159,10.72474487139159,21.55272988824629,19.92886901662352,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.5817017360018877,2.5817017360018877,-0.67,3.219319967372532,4.67029853756103,1.7843914487227257,171.85778556605626,10.217616382214425,5.783244946364939,0.0,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,25.328960510696195,61.33441293346228,43.31536216264124,16.272311722410635,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514957,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.38984610638033,243.49491329085714,0.0,14.051770289344692,8.14298499450285,-12.562325680272114,-18.74777747313981,-2.4726034580498863,-43.29131331633002,-9.615648646912856,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8500000000000014,84.10660000000004,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
Prednisone,15.03270793965734,-5.455878802910055,15.03270793965734,1.9428428491652256,0.7848332802556961,358.43399999999957,332.22600000000006,358.17802393200066,140,0.2115319277481491,-0.3884641012481243,0.3884641012481243,0.2115319277481491,1.1538461538461537,2.0384615384615383,2.769230769230769,1.3288736742163822e-15,-0.2459771168190393,2.429786586183034e-17,-2.879094100368804,-2.05997172580505e-17,-2.8662274826929965,8.289963591843922e-17,-1.078715193849005,41.45566544670048,38.54124145231931,12.541241452319316,22.68948123419442,19.837117307087382,7.020620726159658,5.770620726159658,5.770620726159658,4.37173680533711,4.37173680533711,3.056659214567151,3.056659214567151,-1.59,4.689488237530858,5.458357665377325,2.0144529342647997,189.41116996241715,10.217616382214425,17.943281000264918,11.566489892729878,2.8623993144652684,0.0,0.0,14.383611552215466,0.0,0.0,25.328960510696195,49.3837584681148,49.14127609272023,6.853792780851101,57.49943328251523,17.34973483909482,2.8623993144652684,0.0,28.5118539948828,51.16945955222194,6.558985242916289,23.729319768175966,0.0,91.67,127.31935339729183,13.701350036654302,4.794537184071822,0.0,0.0,10.217616382214425,31.648328994039886,224.59594836526668,0.0,42.0472787240014,7.768469780891403,-17.48994182499166,-24.285691246861337,-6.171994536948544,-25.11485771237509,-14.182544882316256,0.0,0.6666666666666666,26,2,5,4,0,4,0,0,5,2,5,6,3,0,3,4,1.7657999999999998,94.04860000000004,2,0,3,3,0,0,0,0,0,4,0,0,0,5,0,0,0,3,2,0,0,0,0,0
RU486,13.50325278761617,-5.336738433799448,13.50325278761617,0.6563508747789393,0.6395257442251705,429.60399999999953,394.3240000000002,429.26677936000095,168,0.21221290876108181,-0.37766120681062115,0.37766120681062115,0.21221290876108181,1.0625,1.9375,2.6875,1.2837742341721445e-15,-0.24657542662085052,-7.943114085486555e-17,-2.847890974902276,-8.294153369333333e-17,-2.7849449946184675,8.956510851402658e-17,-1.0646751137056802,53.04952357383516,50.763710176427686,15.763710176427685,29.207936311529295,26.237316974177663,8.8290686837138,6.819327357454775,6.819327357454775,5.005127450780849,5.005127450780849,3.5280792435444157,3.5280792435444157,-2.31,5.1794573511088,7.631144053139787,3.1060786587995866,241.3979937504365,10.00871792195769,5.601050810983688,5.783244946364939,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,5.920434318855644,30.43026838154718,91.72392660919581,77.0729112602737,6.853792780851101,56.509136284966566,11.470631221048501,1.4311996572326342,0.0,17.202905840122938,69.80926704024377,18.85156353141497,52.50451165859354,11.840868637711289,40.540000000000006,169.83887929142372,17.1313641896038,0.0,0.0,11.840868637711289,5.1088081911072125,35.70016356148814,310.15702331752084,0.0,12.84690191283723,4.539481144698722,-20.91036609437674,-15.32796658436174,-10.07528722654377,-33.629122629072825,-16.7673305073685,0.0,0.5517241379310345,32,1,3,4,0,4,1,1,3,1,3,6,2,0,2,5,5.406500000000006,129.43180000000007,1,0,1,1,0,1,0,0,0,4,0,1,1,4,0,0,0,1,0,0,0,0,0,0
Estriol,9.559983229402873,-4.892206986961453,9.559983229402873,1.2286385840557015,0.687428138033629,288.3869999999995,264.19499999999994,288.17254462800065,114,0.29309232468190016,-0.5079560321952997,0.5079560321952997,0.29309232468190016,1.0,1.9523809523809523,2.761904761904762,-6.471847729058619e-18,-0.24374243165568932,-5.713536907073753e-17,-2.885375991401831,-7.531822747717318e-17,-2.8178563401833223,-1.5941296543926652e-18,-1.1178019057925384,35.585421958697395,34.22474487139159,10.22474487139159,19.796076491968552,17.587117307087386,5.862372435695795,4.612372435695795,4.612372435695795,3.3874149571305296,3.3874149571305296,2.3686862178478965,2.3686862178478965,-1.06,3.24637685037549,4.467155494987557,1.8006507095340074,159.15521906666575,15.326424573321638,5.749511833283905,0.0,2.8623993144652684,1.4311996572326342,0.0,0.0,0.0,0.0,12.894310824958975,78.17322843085348,21.932136898723517,19.013828834751074,44.11235425289628,0.0,4.293598971697903,0.0,17.202905840122938,56.77051036320562,0.0,29.254159106383874,5.749511833283905,60.69,108.97708714299634,4.1122756685106605,0.0,0.0,0.0,15.326424573321638,28.967252982761863,207.3282887641142,0.0,0.0,12.32194058620285,-8.050698210611406,-15.372912488061754,-4.386997013311499,-31.737844925995873,-4.601776712336553,0.0,0.6666666666666666,21,3,3,3,0,3,1,1,3,3,3,4,2,0,2,4,2.5800000000000014,80.12040000000003,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0
Cortisol,14.275391493310412,-5.728924910241879,14.275391493310412,2.3398619345771676,0.6960164410604961,362.46599999999955,332.2260000000001,362.2093240600008,144,0.21153165731518742,-0.39277286440229164,0.39277286440229164,0.21153165731518742,1.0769230769230769,2.0,2.730769230769231,-1.3339738015107806e-17,-0.24598660955032597,-9.298567808865758e-17,-2.940448900491517,-1.2116868396667765e-16,-2.918722484936546,-1.9063748955018936e-17,-1.1337757323903457,44.93072142031815,42.54124145231931,12.541241452319316,24.27407366254907,21.745365597551245,7.020620726159658,5.770620726159658,5.770620726159658,4.371736805337109,4.371736805337109,3.0566592145671514,3.0566592145671514,-1.0400000000000003,4.265416600582682,5.727622740292945,2.138229150219643,196.44003690555215,15.326424573321638,12.160036053899976,11.566489892729878,4.293598971697903,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,67.38648467949785,43.31536216264124,11.563052251630868,61.92597995806128,11.566489892729878,4.293598971697903,0.0,28.5118539948828,69.99532738183068,6.558985242916289,11.625176276104835,0.0,94.83000000000001,128.2578327884645,17.813625705164963,0.0,0.0,0.0,15.326424573321638,33.079528651272526,263.1350793230268,0.0,27.61194960393383,11.98825888367541,-18.8514390141451,-22.732342783247496,-2.3398619345771676,-41.52296651168633,-14.872010900313345,0.0,0.8095238095238095,26,3,5,4,0,4,0,0,5,3,5,7,3,0,3,4,1.7815999999999999,95.14240000000004,3,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
6a-Hydroxytestosterone,13.248850701016554,-5.444962679516254,13.248850701016554,2.251674238368187,0.723308382154104,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21092461229032694,-0.39255142534970733,0.39255142534970733,0.21092461229032694,1.0454545454545454,1.9545454545454546,2.727272727272727,-1.4017660780828616e-18,-0.2459896663964237,-1.0173592073931222e-16,-2.943449223564086,-1.282500112557573e-16,-2.8923937287350983,-1.1024347660353173e-16,-1.143031375936922,40.146264369941974,38.72474487139159,10.72474487139159,21.55871295239,19.928869016623523,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.5817017360018877,2.5817017360018877,-0.67,3.219319967372532,4.67029853756103,1.7843914487227257,171.85778556605626,10.217616382214425,0.0,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,78.37457967896391,37.900371693244445,16.272311722410635,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514957,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.38984610638033,244.87801314298682,0.0,13.248850701016554,8.20635858798422,-12.645930426954735,-18.577189321212373,-2.251674238368187,-44.14931710338459,-9.709111342067695,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8500000000000014,84.10660000000004,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
19-Hydroxytestosterone,13.228229952717236,-5.43287934618292,13.228229952717236,2.2446834976274452,0.7829628292426379,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21047383687288632,-0.39545010126373265,0.39545010126373265,0.21047383687288632,1.0909090909090908,2.0,2.8181818181818183,-3.8300353376426197e-17,-0.24384832318403546,-1.273582741785521e-16,-2.9436533536190086,-1.43002355019027e-16,-2.888768905068287,-1.193169423545193e-16,-1.1424826127896162,40.146264369941974,38.72474487139159,10.72474487139159,21.55871295239,19.92886901662352,6.112372435695795,4.885310363079829,4.885310363079829,3.709279326771846,3.709279326771846,2.556186217847896,2.556186217847896,-0.6700000000000002,3.219319967372532,4.910810704911126,1.7843914487227257,171.85778556605626,10.217616382214425,0.0,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,12.424996647364946,73.75940958082724,41.94460360647102,18.122037494547154,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,63.91530935488069,6.558985242916289,11.625176276104835,0.0,57.53,116.39456981514958,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.389846106380325,245.05551845761264,0.0,13.228229952717236,8.011917332315285,-12.648422986478545,-18.56165455174903,-2.2446834976274452,-44.13941607352821,-9.70148863326195,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8516000000000017,84.12860000000005,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
16a-Hydroxytestosterone,13.192653290923042,-5.43287934618292,13.192653290923042,2.2269057198496682,0.723308382154104,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21060884407083363,-0.39040187864102616,0.39040187864102616,0.21060884407083363,1.0,1.9090909090909092,2.6818181818181817,-1.741320654559289e-16,-0.24598964161902118,-1.279842196539328e-16,-2.945115026475731,-1.4347364813698455e-16,-2.875762881938453,-1.1212558337869196e-16,-1.1459679460878838,40.146264369941974,38.72474487139159,10.72474487139159,21.55871295239,19.928869016623523,6.112372435695795,4.987372435695795,4.987372435695795,3.69991495713053,3.69991495713053,2.5561862178478965,2.5561862178478965,-0.67,3.219319967372532,4.67029853756103,1.7843914487227257,171.8577855660563,10.217616382214425,0.0,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,19.276888764660626,72.80147514889464,37.900371693244445,16.272311722410635,50.651876026712,5.783244946364939,2.8623993144652684,0.0,28.511853994882795,70.47429459779698,0.0,11.625176276104835,0.0,57.53,116.39456981514958,8.906812852582483,0.0,0.0,0.0,10.217616382214425,34.389846106380325,244.983905990369,0.0,13.192653290923042,8.085312130616964,-12.615096083186366,-18.547842216897735,-2.2269057198496682,-44.16803875871339,-9.70398863326195,0.0,0.8421052631578947,22,2,3,4,0,4,0,0,3,2,3,4,3,0,3,4,2.8500000000000014,84.10660000000006,2,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
Androst-5-ene-3b_16b_17a-triol,9.809545068027212,-5.44567979969766,9.809545068027212,2.447941337028639,0.6030039602628942,306.4459999999994,276.20599999999996,306.2194948200008,124,0.21060884407861616,-0.3927966848471336,0.3927966848471336,0.21060884407861616,0.8636363636363636,1.7727272727272727,2.5454545454545454,-9.32034656521156e-16,-0.24598966940296388,-1.817594229810845e-16,-2.941253670987053,-2.4960541413988993e-16,-2.8747690028989172,-2.684400846063539e-16,-1.1431547448455395,41.77602088193889,40.72474487139159,10.72474487139159,22.45868952164686,20.837117307087382,6.112372435695795,4.987372435695795,4.987372435695795,3.6999149571305296,3.6999149571305296,2.5561862178478956,2.5561862178478956,-0.37999999999999995,3.081269037527147,4.810683984648583,1.8510855570193456,175.38710847667136,15.326424573321638,0.0,0.0,4.293598971697903,0.0,0.0,0.0,0.0,0.0,25.328960510696195,73.12232830418844,31.527446791915054,23.723088305530844,52.33690558991762,0.0,4.293598971697903,0.0,28.5118539948828,76.55431262474697,0.0,11.625176276104835,0.0,60.69,116.6913428957346,6.853792780851101,0.0,0.0,0.0,15.326424573321638,34.45028720744275,263.0170927850275,0.0,0.0,12.069081039210907,-12.77650780528261,-16.15231257086168,-2.4895157785336357,-48.810530268868355,-9.773974067358811,0.0,0.8947368421052632,22,3,3,4,0,4,0,0,3,3,3,5,3,0,3,4,2.641800000000001,85.10640000000005,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Aldosterone,13.973863715532634,-5.640799910241879,13.973863715532634,2.315096631079226,0.7495819625294382,360.44999999999953,332.22600000000006,360.1936739960007,142,0.21067537355230023,-0.39276036282266535,0.39276036282266535,0.21067537355230023,1.1538461538461537,2.0384615384615383,2.769230769230769,5.823618576359625e-16,-0.24384184524416455,-3.3437483935422296e-17,-2.9290504429542663,4.2324585723830084e-18,-2.9081758882915385,7.14551508646457e-18,-1.1179719533342225,43.30096490832123,40.54124145231931,12.541241452319316,23.406789163743316,20.837117307087386,7.020620726159658,5.566496580927726,5.566496580927726,4.228008066054479,4.228008066054479,3.0613413993878087,3.0613413993878087,-1.3300000000000003,4.459880505580094,6.096342991654491,2.257538928760005,192.91071399493703,15.012153566286248,14.191955961417749,11.566489892729878,2.8623993144652684,0.0,0.0,9.589074368143644,0.0,0.0,12.424996647364946,67.38648467949784,46.46780273566389,11.563052251630868,60.24095039485567,17.828702055061118,2.8623993144652684,0.0,34.405811680245876,57.542384453551314,6.558985242916289,11.625176276104835,0.0,91.66999999999999,127.96105970787944,19.866645776896345,0.0,0.0,0.0,10.217616382214425,33.01908755021011,244.290678769334,0.0,41.1639493658195,7.714760981632233,-13.202112554394532,-27.672813412589424,-2.315096631079226,-44.132814867695394,-9.513218317693873,0.0,0.7619047619047619,26,2,5,4,0,4,0,0,5,2,5,6,3,0,3,4,1.8456999999999997,94.07260000000004,2,0,3,3,0,0,0,1,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
beta-cortolone,15.556134416729648,-5.939984646636438,15.556134416729648,3.6199248866213134,0.5957402223839097,366.4979999999994,332.22600000000006,366.2406241880009,148,0.21102188965909105,-0.3935683961996365,0.3935683961996365,0.21102188965909105,0.8846153846153846,1.7307692307692308,2.4615384615384617,-1.9883282138225887e-16,-0.24598991924056463,-1.9745225654985589e-16,-2.966916507449334,-1.9014164326754147e-16,-2.935600425716951,-9.245348770520896e-17,-1.1754446269797443,48.40577739393582,46.54124145231931,12.541241452319316,25.897341225498533,23.65361388801511,7.020620726159658,5.770620726159658,5.770620726159658,4.371736805337111,4.371736805337111,3.0566592145671514,3.0566592145671514,-0.48999999999999994,3.9219141545255503,6.001758395722207,2.265728193778113,203.46890384868712,20.43523276442885,11.863262973314928,0.0,5.724798628930537,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,67.70733783479166,53.321595516515,23.723088305530844,66.35252663360734,5.783244946364939,5.724798628930537,0.0,34.405811680245876,82.44827031011005,6.558985242916289,0.0,0.0,97.99000000000001,129.19631217963718,10.96606844936176,4.794537184071822,0.0,0.0,20.43523276442885,35.88148686467538,299.412254129069,0.0,15.556134416729648,15.76748592141777,-17.19235783058633,-26.898873443776054,0.0,-53.477417900473334,-15.500558625714252,0.0,0.9523809523809523,26,4,5,4,0,4,0,0,5,4,5,8,4,0,4,4,1.6532999999999995,96.16620000000005,4,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
alpha_cortolone,15.55613441672965,-5.939984646636438,15.55613441672965,3.619924886621315,0.5957402223839097,366.4979999999994,332.22600000000006,366.2406241880009,148,0.21102188965909105,-0.3935683961996365,0.3935683961996365,0.21102188965909105,0.8846153846153846,1.7307692307692308,2.4615384615384617,-4.448468411355353e-16,-0.24598991924056424,-3.0701272300637976e-16,-2.9669165074493287,-1.4862560347083893e-16,-2.9356004257169444,-2.0201233460061028e-16,-1.1754446269797463,48.40577739393582,46.54124145231931,12.541241452319316,25.897341225498533,23.65361388801511,7.020620726159658,5.770620726159658,5.770620726159658,4.37173680533711,4.37173680533711,3.056659214567151,3.056659214567151,-0.48999999999999994,3.9219141545255503,6.001758395722207,2.265728193778113,203.46890384868712,20.43523276442885,11.863262973314928,0.0,5.724798628930537,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,67.70733783479166,53.321595516515,23.723088305530844,66.35252663360734,5.783244946364939,5.724798628930537,0.0,34.40581168024587,82.44827031011005,6.558985242916289,0.0,0.0,97.99000000000001,129.19631217963718,10.96606844936176,4.794537184071822,0.0,0.0,20.43523276442885,35.88148686467538,299.4122541290691,0.0,15.55613441672965,15.767485921417766,-17.19235783058633,-26.898873443776054,0.0,-53.47741790047333,-15.500558625714248,0.0,0.9523809523809523,26,4,5,4,0,4,0,0,5,4,5,8,4,0,4,4,1.6532999999999998,96.16620000000005,4,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
